lp,src,mt,ref,score,raw,annotators,domain,year,l1,l2,prompt,mistral_response,mistral_score
de-cs,"Calzadilla bestritt auch, dass Morales, der noch immer einer der beliebtesten Präsidenten Lateinamerikas ist, diese Fragestellung als politische Stütze benutzt.","Calzadilla také popřela, že Morales, který je stále jedním z nejpopulárnějších prezidentů Latinské Ameriky, využívá tuto otázku jako politickou podporu.","Calzadilla také popřel, že by Morales – stále jeden z nejoblíbenějších prezidentů v Latinské Americe – používal námořní otázku jako politickou berličku.",0.333975404640155,58.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Calzadilla bestritt auch, dass Morales, der noch immer einer der beliebtesten Präsidenten Lateinamerikas ist, diese Fragestellung als politische Stütze benutzt.""
Translated text: ""Calzadilla také popřela, že Morales, který je stále jedním z nejpopulárnějších prezidentů Latinské Ameriky, využívá tuto otázku jako politickou podporu.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both the original and translated text convey the same meaning, and the word choice and sentence structure are consistent between the two languages.",100.0
de-cs,"„Als Senior im Bereich des Gleitschirmfliegens trage ich meine eigene emotionale Last“, sagte er.","„Jako senior v oblasti směrovského šrotu si dávám vlastní intelektuální dlužnu,“ řekl.","„Protože už dlouho pracuju v paraglidingu, mám své vlastní citové břímě,“ řekl.",-1.14650341696381,2.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""„Als Senior im Bereich des Gleitschirmfliegens trage ich meine eigene emotionale Last“, sagte er.""
Translated text: ""„Jako senior v oblasti směrovského šrotu si dávám vlastní intelektuální dlužnu,“ řekl.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I cannot evaluate the quality of the translation without providing an explanation, as the original and translated texts are in different languages and the given context does not provide sufficient information to determine the accuracy, fluency, and coherence of the translation. However, based on the provided text, the translation seems to be inaccurate as ""emotional burden"" is not equivalent to ""intellectual debt"" and the terms used in the original and translated texts do not fit the given context. A score of 0 would be appropriate for this translation.",0.0
de-cs,"Aber die Erfindung, die seinen Namen trägt, lebt weiter.","Ale vynález, který nese jeho jméno, žije dál.","Ale vynález, který nese jeho jméno, žije dál.",1.35764805601143,100.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Aber die Erfindung, die seinen Namen trägt, lebt weiter.""
Translated text: ""Ale vynález, který nese jeho jméno, žije dál.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both the original German and the translated Czech text convey the same meaning: ""but the invention that bears his name continues to live.""",100.0
de-cs,Die Zahl der Todesopfer nach dem Tsunami in Indonesien steigt auf 832,Počet úmrtí po cunami v Indonésii se zvyšuje na 832,Počet obětí tsunami v Indonésii dosáhl 832,1.29065582839524,71.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Die Zahl der Todesopfer nach dem Tsunami in Indonesien steigt auf 832""
Translated text: ""Počet úmrtí po cunami v Indonésii se zvyšuje na 832""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give a score of 100 for this translation. Both texts convey the same information accurately, fluently, and coherently. The meaning of each sentence remains the same, and the changes made in the translation are necessary for the target language.",100.0
de-cs,Dies wäre der erste Niederschlag für die Region in der Regenzeit.,Což by byla první srážka pro region v období dešťů.,V regionu to bude první déšť v této sezóně.,1.05991861993708,99.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Dies wäre der erste Niederschlag für die Region in der Regenzeit.""
Translated text: ""Což by byla první srážka pro region v období dešťů.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both the original German and the translated Czech text convey the same meaning: ""this would be the first rainfall for the region during the rainy season.""",100.0
de-cs,"Daley heiratete letztes Jahr den Oscar-Preisträger, der 20 Jahre älter ist als er, sagte jedoch, dass der Altersunterschied nie ein Problem gewesen sei.","Daley si vzal loňského vítěze Oscara, 20 let jeho senior, ale řekl, že věkový rozdíl nikdy nebyl problém.","Daley se s držitelem Oscara, který je o 20 let starší, oženil minulý rok, ale řekl, že věkový rozdíl nikdy nebyl žádný problém.",-0.0337903578280033,32.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Daley heiratete letztes Jahr den Oscar-Preisträger, der 20 Jahre älter ist als er, sagte jedoch, dass der Altersunterschied nie ein Problem gewesen sei.""
Translated text: ""Daley si vzal loňského vítěze Oscara, 20 let jeho senior, ale řekl, že věkový rozdíl nikdy nebyl problém.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.",I would give the translation a score of 100. Both texts convey the same meaning and the translated text is grammatically correct and fluid in Czech.,100.0
de-cs,"Drei Männer im Alter von 33, 34 und 39 Jahren wurden festgenommen, nachdem ein Auto wiederholt in ein Haus in Londonderry gerammt wurde.","Tři muži ve věku 33,34 a 39 let byli zatčeni poté, co bylo auto opakovaně vrazeno do domu v Londonderry.","Tři muži ve věku 33, 34 a 39 let byli zatčeni poté, co automobil opakovaně narazil do domu v Londonderry.",0.714316020791954,67.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Drei Männer im Alter von 33, 34 und 39 Jahren wurden festgenommen, nachdem ein Auto wiederholt in ein Haus in Londonderry gerammt wurde.""
Translated text: ""Tři muži ve věku 33,34 a 39 let byli zatčeni poté, co bylo auto opakovaně vrazeno do domu v Londonderry.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.",I would give the translation a score of 100. The accuracy is maintained as the numbers and the actions remain the same. The fluency is also good as the sentence structure in both languages follows a similar pattern. The coherence is also preserved as the meaning of the original text is correctly conveyed in the translation.,100.0
de-cs,"„Wir haben darüber gesprochen, dass er 55, 60 Minuten spielen sollte.","""Mluvili jsme o tom, že by měl hrát 55, 60 minut.","„Mluvili jsme o tom, že bude hrát tak 55, 60 minut.",1.28831844471543,95.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""„Wir haben darüber gesprochen, dass er 55, 60 Minuten spielen sollte.""
Translated text: """"Mluvili jsme o tom, že by měl hrát 55, 60 minut.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. The accuracy is perfect as both texts mean ""we talked about him playing for 55, 60 minutes"". The fluency is also excellent as the sentence structure and use of tenses are identical in both languages. The coherence is also 100% as the translated text conveys the same meaning as the original text.",100.0
de-cs,Europa holt den Ryder Cup-Sieg in Paris,Evropa veze Ryder Cup-Sieg v Paris,Evropa si zajistila vítězství na turnaji Ryder Cup v Paříži,-2.04164987843599,25.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Europa holt den Ryder Cup-Sieg in Paris""
Translated text: ""Evropa veze Ryder Cup-Sieg v Paris""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both the original and translated text accurately convey the same meaning, using grammatically correct and idiomatic expressions in their respective languages. There is no loss of coherence or fluency in the translation.",100.0
de-cs,"Sharon Davis und Kelly Humphreys haben auf einer walisischen Brücke Karten mit inspirierenden Mitteilungen und Telefonnummern veröffentlicht, die die Leute zur Unterstützung nutzen können.","Sharon Davis a Kelly Humphreys mají na velšském mostě mapy inspirativních zpráv a telefonních čísel, které mohou lidé využít k podpoře.","Sharon Davisová a Kelly Humphreysová vyvěšují na velšském mostě kartičky s inspirativními vzkazy a telefonními čísly, na která mohou lidé zavolat, pokud potřebují pomoc.",-0.705917803530961,16.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Sharon Davis und Kelly Humphreys haben auf einer walisischen Brücke Karten mit inspirierenden Mitteilungen und Telefonnummern veröffentlicht, die die Leute zur Unterstützung nutzen können.""
Translated text: ""Sharon Davis a Kelly Humphreys mají na velšském mostě mapy inspirativních zpráv a telefonních čísel, které mohou lidé využít k podpoře.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. The translated text accurately conveys the meaning of the original text, is fluent in terms of grammar and syntax, and is coherent with the intended meaning.",100.0
de-cs,Laut lokalen Medienberichten wurde auf einem Markt im Südwesten Chinas ein Bauer von einem Schwein angegriffen und getötet.,Podle místních zpráv byl farmář napaden a zabit prasetem na trhu v jihozápadní Číně.,Podle zpráv místních médií farmáře na trhu v jihozápadní Číně napadlo a zabilo prase.,1.93589884219631,90.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Laut lokalen Medienberichten wurde auf einem Markt im Südwesten Chinas ein Bauer von einem Schwein angegriffen und getötet.""
Translated text: ""Podle místních zpráv byl farmář napaden a zabit prasetem na trhu v jihozápadní Číně.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both texts convey the same meaning: a farmer was attacked and killed by a pig at a market in southwestern China. The translator used equivalent words in Czech to maintain the original message's accuracy, fluency, and coherence.",100.0
de-cs,Traditionell verbreitete sich HIV in einigen Teilen Chinas infolge infizierter Bluttransfusionen rasch.,HIV se v některých částech Číny tradičně rychle šíří v důsledku infikovaných krevních transfuzí.,Dříve se HIV v některých částech Číny rychle šířil v důsledku infikovaných krevních transfúzí.,0.805278155795243,60.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Traditionell verbreitete sich HIV in einigen Teilen Chinas infolge infizierter Bluttransfusionen rasch.""
Translated text: ""HIV se v některých částech Číny tradičně rychle šíří v důsledku infikovaných krevních transfuzí.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both the original and translated texts convey the same meaning, and the syntax and word order are consistent between the two languages.",100.0
de-cs,"Im Jahresvergleich ist die Zahl der Menschen, die mit HIV und Aids in China leben, jedoch um 100.000 Personen gestiegen.","V meziročním srovnání se však počet lidí, kteří žijí v Číně s virem HIV a AIDS, zvýšil o 100.000 osob.",Meziročně se však počet lidí žijících s HIV nebo Aids v Číně zvýšil o 100 000.,2.20758011116518,98.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Im Jahresvergleich ist die Zahl der Menschen, die mit HIV und Aids in China leben, jedoch um 100.000 Personen gestiegen.""
Translated text: ""V meziročním srovnání se však počet lidí, kteří žijí v Číně s virem HIV a AIDS, zvýšil o 100.000 osob.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both the original and the translated text convey the same meaning, and the syntax and grammar are correct in both languages.",100.0
de-cs,"„Ich bin unglaublich optimistisch für diese nächste Ära des Internets“, fügte Berners-Lee hinzu.","""Jsem neuvěřitelně optimistický v příští éře internetu,"" dodal Berners-Lee.","„Tahle nová éra webu mě naplňuje velkým optimismem,“ dodal Berners-Lee.",0.916478988932612,75.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""„Ich bin unglaublich optimistisch für diese nächste Ära des Internets“, fügte Berners-Lee hinzu.""
Translated text: """"Jsem neuvěřitelně optimistický v příští éře internetu,"" dodal Berners-Lee.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both the original and translated text convey the same meaning, and the fluency and coherence are excellent. The use of similar phrasing and the consistent tense maintains the original context.",100.0
de-cs,Walisische AMs (Mitglieder der Versammlung) sorgen sich 'wie Muppets auszusehen',Velšské shromáždění (členů Versammlung) se bojí „jak vypadala Muppets“.,"Členové Velšského národního shromáždění mají obavy, že budou „vypadat jako mupeti“",0.110687387647995,75.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Walisische AMs (Mitglieder der Versammlung) sorgen sich 'wie Muppets auszusehen'""
Translated text: ""Velšské shromáždění (členů Versammlung) se bojí „jak vypadala Muppets“.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both the original and translated text convey the same meaning, which is that the Welsh members of the assembly are expressing concern in a way that makes them seem ridiculous or comical, similar to how Muppets might look. The use of the same idiom (""aussehen wie Muppets"" and ""vypadala Muppets"") in both languages ensures a high degree of accuracy, fluency, and coherence.",100.0
de-cs,Chinas Staatsrat hat im Juli 2017 seinen Entwicklungsplan für künstliche Intelligenz der nächsten Generation herausgegeben.,Čínský nejvyšší státní zástupce v červenci 2011 vydal svou koncepci rozvoje umělé inteligence příští generace.,Státní rada Čínské lidové republiky vydala svůj plán vývoje nové generace umělé inteligence v červenci 2017.,1.19812563881372,82.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Chinas Staatsrat hat im Juli 2017 seinen Entwicklungsplan für künstliche Intelligenz der nächsten Generation herausgegeben.""
Translated text: ""Čínský nejvyšší státní zástupce v červenci 2011 vydal svou koncepci rozvoje umělé inteligence příští generace.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I cannot directly provide a score without additional context, but I can point out some issues with the translated text:

1. Inaccuracy: The year mentioned in the translated text, ""2011,"" is incorrect. The original text states that it was published in July 2017.
2. Fluency: The expression ""nejvyšší státní zástupce"" in the translated text might not be the most idiomatic way to convey the notion of ""China's State Council"" or ""China's State Administration Council."" This is a minor issue, but it can affect the overall fluency of the text.
3. Coherence: The translated text does not convey the same meaning as the original text. The incorrect year and the use of ""nejvyšší státní zástupce"" instead of ""China's State Council"" may lead to confusion and misunderstandings.

Based on the provided information, I would give a low score for the quality of the translation. A score of 30-40 would be an appropriate reflection of the accuracy, fluency, and coherence issues in the translated text.",1.0
de-cs,Wir wurden besiegt.“,"Porazili jsme, „dodal “.",Byli lepší.“,-1.05657336579313,1.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Wir wurden besiegt.“""
Translated text: ""Porazili jsme, „dodal “.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I'm an AI language model and don't have the ability to evaluate translations based on the original text or context. However, I can provide some insight based on the given example.

The original German text ""Wir wurden besiegt."" means ""We were defeated."" In Czech, the equivalent phrase is ""My byli poraženi."" However, the provided Czech translation ""Porazili jsme, „dodal “"" does not directly correspond to the original German text. The Czech phrase ""Porazili jsme"" means ""We defeated"" which is not the intended meaning in the given context. Therefore, the quality of the translation appears to be low.

Without further context, it's difficult to assign an exact score, but based on the provided information, I would give the translation a score of around 40 out of 100. This score reflects the inaccuracy of the translation and the need for improvement in conveying the intended meaning.",40.0
de-cs,"Jeane Freeman, Abgeordnete des schottischen Parlaments, schickte ihnen einen Brief, weniger als sechs Monate vor dem Austritt Großbritanniens aus der EU.","Jeane Freeman, poslanec skotského parlamentu, jim poslal dopis, méně než šest měsíců před odchodem Británie z EU.",Poslankyně Skotského parlamentu Jeane Freemanová dopis odeslala méně než šest měsíců před odchodem Spojeného království z EU.,-0.344531260546806,12.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Jeane Freeman, Abgeordnete des schottischen Parlaments, schickte ihnen einen Brief, weniger als sechs Monate vor dem Austritt Großbritanniens aus der EU.""
Translated text: ""Jeane Freeman, poslanec skotského parlamentu, jim poslal dopis, méně než šest měsíců před odchodem Británie z EU.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both the original and translated texts convey the same meaning, and the fluency and coherence of the translated text are excellent. The use of appropriate grammar and vocabulary in the target language ensures accuracy.",100.0
de-cs,"Während es für ausländische Regierungen üblich ist, Anzeigen zur Förderung des Handels zu schalten, sind Peking und Washington derzeit in einem eskalierenden Handelskrieg gefangen, bei dem sie gegenseitig Zölle auf die Einfuhren erhoben haben.","Zatímco pro zahraniční vlády je běžné vypínat inzeráty na podporu obchodu, Peking a Washington jsou v současné době ve vyhrocené obchodní válce, při které si vzájemně vybíraly cla na dovoz.","Ačkoliv je běžné, že zahraniční vlády umísťují do novin reklamy na podporu obchodu, Peking a Washington jsou v současné době ve stádiu eskalující obchodní války, v jejíchž jednotlivých kolech se předhánějí v uvalování vzájemných cel na dovoz.",-0.793294264107279,54.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Während es für ausländische Regierungen üblich ist, Anzeigen zur Förderung des Handels zu schalten, sind Peking und Washington derzeit in einem eskalierenden Handelskrieg gefangen, bei dem sie gegenseitig Zölle auf die Einfuhren erhoben haben.""
Translated text: ""Zatímco pro zahraniční vlády je běžné vypínat inzeráty na podporu obchodu, Peking a Washington jsou v současné době ve vyhrocené obchodní válce, při které si vzájemně vybíraly cla na dovoz.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both texts convey the same meaning accurately, fluently, and coherently. The translated text maintains the original structure and uses equivalent words and phrases in Czech.",100.0
de-cs,"Der Kapitän der europäischen Mannschaft, Thomas Bjørn, weiß, dass ein großer Vorsprung schnell schwinden kann","Kapitán evropského týmu Thomas Vettel ví, že velký náskok může rychle ubývat","Kapitán evropského týmu Thomas Bjorn ví, že velký náskok může rychle zmizet",0.49947334121427,76.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Der Kapitän der europäischen Mannschaft, Thomas Bjørn, weiß, dass ein großer Vorsprung schnell schwinden kann""
Translated text: ""Kapitán evropského týmu Thomas Vettel ví, že velký náskok může rychle ubývat""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I'm an AI language model and I don't have the ability to directly evaluate translations for accuracy, fluency, and coherence. However, I can tell you that the translated text appears to be grammatically correct in Czech, and the meaning of the sentence seems to be preserved. The only issue is that the name of the captain in the translated text is incorrectly given as ""Vettel"" instead of ""Bjørn"". Therefore, I would give a score of 85 out of 100 for overall quality, deducting points for the name error.",85.0
de-cs,"Im Jahr 2014 war Tylers Bruder, der damals elf Jahre alt war, derjenige, der seinen Bruder fand, nachdem dieser sich das Leben genommen hatte.","V roce 2014 byl Tylerův bratr, kterému bylo tehdy devatenáct let, kdo svého bratra našel poté, co si tento život nevzal.","V roce 2014 našel Tylera, který si vzal život, jeho mladší bratr, tehdy jedenáctiletý.",-1.29322745598559,0.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Im Jahr 2014 war Tylers Bruder, der damals elf Jahre alt war, derjenige, der seinen Bruder fand, nachdem dieser sich das Leben genommen hatte.""
Translated text: ""V roce 2014 byl Tylerův bratr, kterému bylo tehdy devatenáct let, kdo svého bratra našel poté, co si tento život nevzal.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I'd give the translation a score of 95 out of 100. The only issue is that the age of Tyler's brother was incorrectly translated; in the original text, the brother was 11 years old, but in the translated text, he is 19. However, the rest of the translation is accurate, fluent, and coherent.",95.0
de-cs,Am nächsten Morgen fand ihn sein Cousin tot auf und entdeckte eine offene Tür zu einem benachbarten Schweinestall.,Druhý den ráno ho našel jeho bratranec mrtvého a objevil otevřené dveře do sousedního vepřového pokoje.,Druhý den ráno ho bratranec našel mrtvého a všiml si otevřených dveří vedlejšího prasečího chlívku.,0.756388567473191,90.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Am nächsten Morgen fand ihn sein Cousin tot auf und entdeckte eine offene Tür zu einem benachbarten Schweinestall.""
Translated text: ""Druhý den ráno ho našel jeho bratranec mrtvého a objevil otevřené dveře do sousedního vepřového pokoje.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give a score of 100 for the given translation. Both the original German text and the translated Czech text convey the same meaning, and the use of language in both texts is appropriate for the context. The fluency and coherence of the translation are also excellent.",100.0
de-cs,"Der Angeklagte, Khalid Barnes, wurde wegen Mordes an zwei Drogenhändlern verurteilt, im September 2009 jedoch endgültig zu lebenslanger Haft verurteilt.","Obžalovaný, Khalid Barnes, byl odsouzen za vraždu dvou drogových gangů, v září 2009 však definitivně odsouzen na doživotí.","Žalovaný Khalid Barnes byl usvědčen z vraždy dvou dodavatelů drog, ale v září 2009 byl nakonec odsouzen k doživotnímu vězení.",0.666408713494925,71.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Der Angeklagte, Khalid Barnes, wurde wegen Mordes an zwei Drogenhändlern verurteilt, im September 2009 jedoch endgültig zu lebenslanger Haft verurteilt.""
Translated text: ""Obžalovaný, Khalid Barnes, byl odsouzen za vraždu dvou drogových gangů, v září 2009 však definitivně odsouzen na doživotí.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both texts convey the same information with identical meaning. The use of ""drogových gangů"" instead of ""Drogenhändlern"" in the translated text is a valid and common way to express the concept in Czech language.",100.0
de-cs,"Die Demonstration hatte zwar stattgefunden, war aber gezwungen eine andere Wegstrecke einzuschlagen.","Demonstrace proběhla, ale byla nucena jít jinou cestou.","Demonstrace se uskutečnila, ale musela si najít jinou trasu.",1.28831844471543,95.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Die Demonstration hatte zwar stattgefunden, war aber gezwungen eine andere Wegstrecke einzuschlagen.""
Translated text: ""Demonstrace proběhla, ale byla nucena jít jinou cestou.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. Both the original and translated texts convey the same meaning, which is that the demonstration took place but was forced to follow a different route. The fluency and coherence of the translated text are also excellent, as the Czech language has a similar word order and structure to German.",100.0
de-cs,"Die Metropolitan Police sagte, Beamte arbeiten daran, den Mann zu identifizieren und seine Angehörigen zu informieren.","Metropolitní police řekla, že úředníci pracují na tom, aby muže identifikovali a informovali jeho blízké.",Podle městské policie příslušníci pracují na identifikaci muže a budou informovat jeho rodinu.,0.305464514480656,25.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Die Metropolitan Police sagte, Beamte arbeiten daran, den Mann zu identifizieren und seine Angehörigen zu informieren.""
Translated text: ""Metropolitní police řekla, že úředníci pracují na tom, aby muže identifikovali a informovali jeho blízké.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.",I would give a score of 100 for the given translation from German to Czech. Both the original and translated text convey the same meaning and are grammatically correct in each language.,100.0
de-cs,"Wir haben auch in gut ausgebildete Kollegen investiert, die den Kunden mit gutem Rat zur Seite stehen.","My jsme investovali i do vzdělaných kolegů, kteří stojí zákazníkům s dobrou radou po boku.","Také jsme investovali do speciálně vyškolených kolegů, kteří budou k dispozici jako poradci.",0.0341299594142145,34.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Wir haben auch in gut ausgebildete Kollegen investiert, die den Kunden mit gutem Rat zur Seite stehen.""
Translated text: ""My jsme investovali i do vzdělaných kolegů, kteří stojí zákazníkům s dobrou radou po boku.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. The meaning of the original text has been accurately conveyed in the translated text, and the fluency and coherence are also maintained. The Czech text flows naturally and is grammatically correct.",100.0
de-cs,"Der nationale Wetterdienst in Phoenix stellte in einem Tweet fest, dass nur „zehn tropische Wirbelstürme seit 1950 den Status eines tropischen Sturms oder eines Tiefs bis innerhalb von 320 Kilometern von Phoenix beibehalten haben!","Národní hydrometeorologický ústav v Phoenix vydal v upomínačce, že „jen“ deset tropických bouří od roku 1950 zachovala status tropického hurikánu nebo jednoho vrátka až během 320 kilometrů Phoenix !","Agentura National Weather Service ve Phoenixu v dnešním tweetu informovala, že „od roku 1950 si jen deset tropických cyklón v oblasti 200 mil okolo Phoenixu udrželo status tropické bouře nebo tlakové níže.",-0.62110728282056,58.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Der nationale Wetterdienst in Phoenix stellte in einem Tweet fest, dass nur „zehn tropische Wirbelstürme seit 1950 den Status eines tropischen Sturms oder eines Tiefs bis innerhalb von 320 Kilometern von Phoenix beibehalten haben!""
Translated text: ""Národní hydrometeorologický ústav v Phoenix vydal v upomínačce, že „jen“ deset tropických bouří od roku 1950 zachovala status tropického hurikánu nebo jednoho vrátka až během 320 kilometrů Phoenix !""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 95 out of 100. The translated text accurately conveys the original meaning, uses fluent and natural Czech language, and maintains the coherence of the original message. The only minor issue is the use of ""jen"" (only), which could be debated as to whether it is necessary or not based on the original text's intended tone, but it does not significantly impact the overall quality of the translation.",95.0
de-cs,Wir möchten in unserem eigenen Land unsere eigenen Gesetze erlassen.“,Chceme v naší zemi uzákonit vlastní zákony.,Ve své zemi si chceme vytvářet své vlastní zákony.“,0.945941741531521,76.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Wir möchten in unserem eigenen Land unsere eigenen Gesetze erlassen.“""
Translated text: ""Chceme v naší zemi uzákonit vlastní zákony.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give a score of 100 for the given translation from German to Czech. The meaning of the original sentence ""We want to enact our own laws in our own country"" is accurately conveyed in the translated sentence ""Chceme v naší zemi uzákonit vlastní zákony"" which means ""We want to enact our own laws in our country"". The translation is fluent and coherently conveys the original message.",100.0
de-cs,"Die Rangers verursachten einen Freistoß und Livingston baute eine Eröffnung auf. Declan Gallagher und Robinson kombinierten, um Menga aufzubauen, der an nahm und vom Zentrum der Box traf.","Rangers způsobili volný kop a Livingston postavil otvor. Declan Gallagher a Robinson dohromady postavit Menga, který vzal a setkal se od středu krabice.","Rangers dovolili volný kop a Livingston se dostal do šance, Declan Gallagher a Robinson nakombinovali pro Mengu, který dotykem skóroval ze středu boxu.",-0.563604272463773,23.0,1,news,2019,de,cs,"Please evaluate the quality of the translation from de to cs based on accuracy, fluency, and coherence:

Original text: ""Die Rangers verursachten einen Freistoß und Livingston baute eine Eröffnung auf. Declan Gallagher und Robinson kombinierten, um Menga aufzubauen, der an nahm und vom Zentrum der Box traf.""
Translated text: ""Rangers způsobili volný kop a Livingston postavil otvor. Declan Gallagher a Robinson dohromady postavit Menga, který vzal a setkal se od středu krabice.""

Provide a score from 0 to 100 to indicate the overall quality of the translation. There is no need for further explanation; simply return the score.","I would give the translation a score of 100. The translated text accurately conveys the meaning of the original text, is fluent in terms of grammar and syntax in the Czech language, and maintains the coherence of the original text's descriptions of the soccer scene.",100.0
