lp,src,mt,ref,score,raw,annotators,domain,year,l1,l2
de-fr,Statt einem nötigen Miteinander gerade in wirtschaftlich schwierigen Zeiten wird nun Misstrauen regieren: Kann ich diesem oder jenem Kollegen vertrauen?,"Au lieu de la coopération nécessaire, surtout en période de difficultés économiques, la méfiance règnera : Puis-je faire confiance à tel ou tel collègue ?","À la place d’une coopération utile, précisément dans une période économique difficile, c’est la méfiance qui règne maintenant : Puis-je faire confiance à tel ou tel collègue ?",-0.1222611476770789,79.33333333333333,1,news,2021,de,fr
de-fr,Einen Höhepunkt hatten die amerikanischen Maßnahmen gegen Huawei mit der Festnahme von Huaweis Finanzchefin Meng Wanzhou im Dezember 2018 in Kanada erreicht.,"L'action américaine contre Huawei a atteint son apogée avec l'arrestation de Meng Wanzhou, chef financier de Huawei, au Canada, en décembre 2018.","Les mesures américaines contre Huawei avaient atteint leur paroxysme avec l’arrestation de la directrice financière de Huawei, Meng Wanzhou, en décembre 2018 au Canada.",0.3574402095039176,86.0,1,news,2021,de,fr
de-fr,Am 12. März – nur rund zweieinhalb Wochen vor dem Ausscheiden aus der EU – will das britische Parlament erneut über die Brexit-Pläne von Premierministerin Theresa May abstimmen.,Le 12 mars - deux semaines et demie à peine avant de quitter l'UE - le Parlement britannique veut revoter sur les projets de Brexit de la Première ministre Theresa May.,"Le Parlement britannique veut à nouveau soumettre au vote les projets de Brexit de la première ministre Theresa May le 12 mars, soit près de deux semaines et demi avant le moment de quitter l'UE.",0.133695988271264,63.0,1,news,2019,de,fr
de-fr,Brok war als Vertreter des Europaparlaments beteiligt an den Regierungskonferenzen zur Weiterentwicklung der EU-Verträge in den zurückliegenden drei Jahrzehnten.,"M. Brok a participé, en tant que représentant du Parlement européen, aux conférences intergouvernementales sur le développement des traités de l'UE au cours des trois dernières décennies.","En tant qu'élu au Parlement européen, Brok a contribué aux conférences gouvernementales négociant le développement de la législation de l'UE dans les trois dernières décennies.",-0.11740381578237,73.0,1,news,2019,de,fr
de-fr,"Die Abwehrüberlegungen bei VW - etwa die mögliche Hilfe durch Altkanzler Schröder - erscheinen aber nicht illegitim angesichts dessen, dass der Zulieferer die Bänder per Lieferstopp zum Stillstand gebracht hatte.","Les considérations de défense chez VW-par exemple l'aide possible de L'ancien chancelier Schröder - ne semblent pas illégitimes, étant donné que le fournisseur avait stoppé les bandes par arrêt de livraison.","Les considérations en matière de défense chez VW, comme l’aide possible de l’ancien chancelier Schröder, ne semblent pas illégitimes, compte tenu du fait que le fournisseur avait paralysé les chaînes de montage en interrompant les livraisons.",-0.5881091513196819,85.0,1,news,2021,de,fr
de-fr,"Europa-Vorzug, Kampf gegen ausländische Einflussnahme, gemeinsames Management der Migrationsfrage, verstärkte Kooperation Im Bereich der Sicherheit, Klimabank, etc.","Préférence européenne, lutte contre l'influence étrangère, gestion commune de la question migratoire, renforcement de la coopération dans le domaine de la sécurité, banque climatique, etc.","Préférence européenne, lutte contre les ingérences étrangères, gestion commune de la question migratoire, collaboration encore renforcée en matière de sécurité, banque du climat, etc.",0.633207744942543,88.0,1,news,2019,de,fr
de-fr,Die Linke stellt derzeit sieben Abgeordnete im Europaparlament.,La gauche représente actuellement sept députés au Parlement européen.,"Actuellement, die Linke compte sept députés au parlement européen.",0.477762667162072,87.0,1,news,2019,de,fr
de-fr,Normalerweise dauere die Prüfung bis zu drei Wochen.,"Normalement, l'examen dure jusqu'à trois semaines.","Normalement, l’examen dure jusqu’à trois semaines.",0.833006371345584,93.0,1,news,2021,de,fr
de-fr,"2016 kam eine Liste mit ""50 Umweltversprechen"" hinzu, die vom Ausbau erneuerbarer Energien bis zu neuen Fahrradwegen reicht.","En 2016 s’est ajoutée une liste de « 50 promesses environnementales », allant du développement des énergies renouvelables aux nouvelles pistes cyclables.","En 2016, s’est ajoutée une liste de « 50 promesses pour l’environnement » allant de la mise en place d’énergies renouvelables à la construction de nouvelles pistes cyclables.",-0.6076653076907472,87.5,1,news,2021,de,fr
de-fr,Ein Versprechen wurde in der jüngsten Sitzung des Stadtrats am Donnerstagabend eingelöst: Der ausgeschiedene Seniorenbeauftragte Max Winkler trug seinen Tätigkeitsbericht über das abgelaufene Jahr ab.,"Une promesse a été tenue lors de la dernière séance du conseil municipal, jeudi soir: Max Winkler, responsable des seniors sortant, a rendu son rapport d'activité sur l'année écoulée.","Jeudi soir, lors de la dernière séance du conseil municipal, une promesse a été honorée : le représentant démissionnaire des personnes âgées s’est acquitté de son rapport d'activités au titre de l’année écoulée.",0.278864118668208,91.33333333333331,1,news,2021,de,fr
de-fr,Es wird sicher noch einiges nachkommen.,Je suis sûr qu'il y aura encore beaucoup à faire.,Il y en aura sûrement d’autres à venir.,-1.3154366370702668,81.5,1,news,2021,de,fr
de-fr,"Der für Energie zuständige Wirtschaftsminister Tarek Al-Wazir (Die Grünen) hält das Ziel für ""sportlich, aber erreichbar"".","Le ministre de l'Économie Tarek Al-Wazir (Les Verts), chargé de l'énergie, estime que l'objectif est""sportif, mais réalisable"".","Le ministre de l’Économie compétent pour l’énergie, Tarek Al-Wazir (les Verts), considère l’objectif comme « sportif, mais atteignable ».",0.1914928688151983,97.5,1,news,2021,de,fr
de-fr,"Caelainn Barr , Seán Clarke , Josh Holder , Niko Kommenda und Paul Lewis sind Redaktionsmitglieder des Guardian .","Caelainn Barr, Seán Clarke, Josh Holder, Niko Commenda et Paul Lewis sont membres de la rédaction du Guardian.","Caelainn Barr, Seán Clarke, Josh Holder, Niko Kommenda et Paul Lewis sont membres de la rédaction du Guardian.",0.834965777082158,100.0,1,news,2019,de,fr
de-fr,Und es ist zugleich die Emanzipation der Linken von ihrem Ex-Vorsitzenden Oskar Lafontaine.,Et c'est aussi l'émancipation de la gauche de son ancien président Oskar Lafontaine.,"Et dans le même temps, die Linke s'émancipe par là de son ancien chef Oskar Lafontaine.",0.877279621455688,75.0,1,news,2019,de,fr
de-fr,Häufig hatten sie keine Pause.,"Souvent, ils n'avaient pas de pause.","Souvent, ils n’avaient pas de pause.",0.7898402042958148,77.5,1,news,2021,de,fr
de-fr,Lücken in der Aufsicht müssen geschlossen werden,Les lacunes en matière de surveillance doivent être comblées.,Les lacunes en matière de surveillance doivent être comblées,0.3082793276194475,100.0,1,news,2021,de,fr
de-fr,"Bei Union Investment Real Estate übernimmt Bütter die Gesamtverantwortung für das aktuell rund 43,5 Milliarden Euro umfassende gewerbliche Immobiliengeschäft.","La société d'investissement Union Real Estate est responsable de 43,5 milliards d'euros de l'activité immobilière commerciale.","Chez Union Investment Real Estate, Bütter endosse la responsabilité générale de l’activité immobilière commerciale, dont le montant global s’élève à environ 43,5 milliards d’euros.",0.020212059870813,90.5,1,news,2021,de,fr
de-fr,"Weber telefonierte in der vergangenen Woche mit EVP-Parteifreunden in Mittel- und Osteuropa, bevor er dem ungarischen Regierungschef öffentlich signalisierte: bis hierhin und nicht weiter.",Weber a téléphoné au cours de la semaine dernière avec le PPE-de en Europe centrale et orientale avant d'avoir publiquement signalé le chef de gouvernement hongrois : Jusqu'à présent et pas plus loin.,"Weber a eu la semaine dernière ses camarades du PPE d'Europe centrale et orientale au téléphone, avant de signaler au chef du gouvernement hongrois : jusqu'ici et pas plus loin.",-1.45343754602839,47.0,1,news,2019,de,fr
de-fr,Oder wird die Schwäche der anderen Euro-Länder auch die deutsche Wirtschaft länger in der Rezession festhalten?,Ou bien la faiblesse des autres pays de la zone euro va-t-elle également maintenir l'économie allemande en récession pendant plus longtemps ?,Ou bien la faiblesse des autres pays de la zone euro maintiendra-t-elle plus longtemps l’Allemagne en récession ?,0.552978214132591,99.5,1,news,2021,de,fr
de-fr,"IP-Adressen stellten oft den ersten und einzigen Ermittlungsansatz dar, der den Ermittlungsbehörden in Fällen von Kinderpornografie zur Verfügung stehe.",Les adresses IP ont souvent été la première et la seule approche d'enquête disponible pour les enquêteurs dans les cas de pédopornographie.,Les adresses IP représentent souvent les premiers et les seuls éléments d’enquête à la disposition des autorités chargées de l’enquête en matière de pornographie infantile.,0.1937077710903366,96.0,1,news,2021,de,fr
de-fr,"""Sparsame Vier"" wollen weiter zusammenarbeiten",Quatre économistes veulent continuer à coopérer,Le « quatuor frugal » veut poursuivre sa coopération,-1.741661546687054,78.0,1,news,2021,de,fr
de-fr,"Es wird unter anderem damit gerechnet, dass künftig deutlich weniger Geschäftsreisende unterwegs sind.","On s’attend, entre autres, à ce qu’à l’avenir, il y ait beaucoup moins de voyageurs d’affaires.","On estime, entre autres, que nettement moins de personnes feront des voyages d’affaires à l’avenir.",0.247854632496855,83.0,1,news,2021,de,fr
de-fr,Das gedruckte Programm wird in den nächsten Tagen unter anderem im Rathaus ausgelegt.,"Le programme imprimé sera interprété dans les prochains jours, entre autres, à l'hôtel de ville.","Le programme imprimé sera disponible à la mairie, entre autres, dans les jours qui viennent.",0.0138953937707187,99.0,1,news,2021,de,fr
de-fr,Twitter ist seit Jahren die wichtigste Kommunikationsplattform des Präsidenten.,Twitter est depuis des années la plateforme de communication la plus importante du président.,"Depuis des années, Twitter est la plateforme de communication la plus importante du président.",0.4672116461068993,99.5,1,news,2021,de,fr
de-fr,"""Wir haben gemeinsam mit den Niederlanden, Dänemark und Schweden dafür gesorgt, dass sorgsam mit europäischem Steuergeld umgegangen wird und es klare Bedingungen für die Auszahlung der Mittel aus dem Wiederaufbaufonds gibt, wie die Durchführung von Reformen"", sagte Kurz.","""Avec les Pays-Bas, le Danemark et la Suède, nous avons veillé à ce que l'argent des impôts européens soit traité avec soin et qu'il existe des conditions claires pour le décaissement des fonds du fonds de reconstruction, telles que la mise en œuvre de réformes"", a déclaré Kurz.","« Conjointement avec les Pays-Bas, le Danemark et la Suède, nous avons fait en sorte que l’argent des contribuables européens soit utilisé avec diligence et qu’il y ait des conditions claires pour verser l’argent issu du fonds de reconstruction, telles que la mise en place de réformes », a déclaré Kurz.",0.3031625810010394,100.0,1,news,2021,de,fr
de-fr,Man muss auf seinen eigenen Stärken zählen können.,Vous devez être en mesure de compter sur vos propres forces.,Il faut savoir compter sur ses propres forces.,0.70147804293633,96.0,1,news,2019,de,fr
de-fr,"Die meisten der 33 Investoren sind weiblich, zu ihnen gehören auch die Schauspielerin Uzo Aduba und die Moderatorin Lilly Singh.","La plupart des 33 investisseurs sont des femmes, dont l’actrice Uzo Aduba et l’animatrice Lilly Singh.","La plupart des 33 investisseurs sont des femmes, parmi lesquelles figurent également l’actrice Uzo Aduba et l’animatrice Lilly Singh.",0.7693036840155655,89.0,1,news,2021,de,fr
de-fr,Die AfD hatte am Sonntag auf einer Versammlung im sächsischen Riesa ihr Programm für die Europawahl beschlossen.,L’AFD avait décidé dimanche lors d’une réunion à la Riesa saxonne de son programme pour les élections européennes.,"L’AfD a décidé dimanche, lors d’une réunion à Riesa en Saxe, de son programme pour les élections européennes.",0.350226992245406,84.0,1,news,2019,de,fr
de-fr,Im Zusammenhang mit dem größten Korruptionsskandal Lateinamerikas haben Ermittler zwei Immobilien in Bayern durchsucht.,"Dans le cadre du plus grand scandale de corruption en Amérique latine, des enquêteurs ont fouillé deux propriétés en Bavière.","Dans le contexte du plus grand scandale de corruption en Amérique latine, les enquêteurs ont procédé à la perquisition de deux biens immobiliers en Bavière.",0.1091825674277258,89.6,1,news,2021,de,fr
de-fr,"Der Oberstaatsanwalt soll dafür gesorgt haben, dass Gutachten für die Analyse von zahlreichen Sachverhalten aus Strafermittlungsverfahren immer wieder an diese Firma vergeben wurden.",Le procureur général a veillé à ce que les expertises pour l'analyse de nombreux faits dans le cadre de procédures pénales soient toujours attribuées à cette société.,"À cet effet, le procureur de la République aurait veillé à ce que les expertises portant sur l’analyse de nombreux faits dans des enquêtes pénales soient toujours attribuées à cette entreprise.",0.1329571663529182,86.0,1,news,2021,de,fr
de-fr,"Im vergangenen Sommer ließ Weber erstmals durchblicken, dass er gerne EVP-Spitzenkandidat für die Europawahl würde.","L'Été dernier, a laissé Weber, pour la première fois entendre qu'il aime PPE-Candidat tête de liste pour les Élections européennes.","L'été passé, Weber a laissé entrevoir qu'il aimerait devenir Spitzenkandidat du PPE aux élections européennes.",-1.45343754602839,47.0,1,news,2019,de,fr
de-fr,Die Milliardenbeträge stellen sich als Fata Morgana heraus.,Les milliards se révent être des mirages.,Les milliards se sont avérés être un mirage.,-3.3610812228132154,62.0,1,news,2021,de,fr
de-fr,Wie in der Präambel angedeutet wird ein Projekt der mittelfristigen Übernahme der europäischen Sozialdemokratie angestrebt.,"Comme indiqué dans le préambule, un projet d'adoption à moyen terme de la social-démocratie européenne est recherché.","Comme indiqué dans le préambule, on aspire à un projet d’adoption à moyen terme de la social-démocratie européenne.",0.938094951716554,98.0,1,news,2019,de,fr
de-fr,Europawahl: das Kopfzerbrechen der gezielten politischen Werbungen auf Internet.,Elections européennes : Le casse-tête des publicités politiques ciblées sur Internet,Elections européennes : le casse-tête des publicités politiques ciblées sur Internet,1.37254112857618,100.0,1,news,2019,de,fr
de-fr,"Wenn Lufthansa und die Tochter Eurowings Strecken als Quasi-Monopolist bedienen, kann der Konzern die Preise dort diktieren.","Si Lufthansa et la filiale d'Eurowings utilisent les lignes comme quasi-monopole, le groupe peut y dicter les prix.","Si Lufthansa et sa filiale Eurowings desservent des lignes en tant que quasi-monopole, le groupe peut y dicter les prix.",-0.3984393206869959,67.5,1,news,2021,de,fr
de-fr,Die Eskalation der Spannungen kommt zu einem für Chinas Aktien besonders kritischen Zeitpunkt.,L'escalade des tensions intervient à un moment particulièrement critique pour les actions chinoises.,L’escalade des tensions survient à un moment particulièrement critique pour les actions chinoises,0.5387542801015031,96.0,1,news,2021,de,fr
de-fr,Doch nicht nur die Europäische Union stehe unter Beschuss.,Mais l'Union européenne n'est pas la seule à être attaquée.,"Cependant, ce n’est pas seulement l'Union européenne qui est sous le feu des critiques.",1.22548056766017,100.0,1,news,2019,de,fr
de-fr,Juncker war 2014 als Spitzenkandidat der EVP zum Kommissionspräsidenten gewählt worden.,Juncker avait été élu président de la Commission en 2014 en tant que candidat en tête du PPE.,Juncker avait été élu président de la commission en 2014 en tant que tête de liste du PPE.,0.0312291182209394,79.0,1,news,2019,de,fr
de-fr,Vom 23. und 24. Februar 2019 soll das endgültige Programm dann verabschiedet werden.,Le programme définitif sera adopté du 23 au 24 février 2019.,"Les 23 et 24 février 2019, le programme final sera alors adopté.",0.987905366828736,99.0,1,news,2019,de,fr
de-fr,"Als Al Alam aufgelöst wurde, sollte das gesamte, erwirtschaftete Asien-Geld auf Treuhand-Konten bei zwei Banken auf den Philippinen liegen.","Quand Al Alam a été dissous, tout l'argent généré en Asie devait se trouver dans des comptes fiduciaires de deux banques aux Philippines.","Lorsque Al Alam a été liquidée, la totalité de l’argent généré en Asie devait être déposé sur des comptes fiduciaires ouverts auprès de deux banques situées aux Philippines.",0.699807613746341,86.0,1,news,2021,de,fr
de-fr,Es wird sicher noch einiges nachkommen.,Il y aura certainement encore beaucoup à faire.,Il y en aura sûrement d’autres à venir.,-0.3683286326726941,94.5,1,news,2021,de,fr
de-fr,"Und die Gewerkschaften schlagen Alarm: Sie fordern finanzielle Unterstützung, um die Kaufkraft der Bevölkerung zu erhalten.",Et les syndicats tirent la sonnette d'alarme: ils exigent un soutien financier pour préserver le pouvoir d'achat de la population.,Et les syndicats sonnent l’alarme : ils exigent un soutien financier pour préserver le pouvoir d’achat de la population.,0.6752392290349096,100.0,1,news,2021,de,fr
de-fr,"In der Praxis sieht das so aus, dass ein Gesetz (EU-Richtlinie oder EU-Verordnung) nur dann angenommen ist, wenn es sowohl im Rat als auch im Parlament eine entsprechende Mehrheit gibt.","Dans la pratique, il semble qu'une loi (directive européenne ou règlement de l'UE) ne soit adoptée que si la majorité correspondante existe au Conseil et au Parlement.","Dans la pratique, il apparaît qu’une loi (directive européenne ou règlement européen) n’est acceptée que s’il existe une majorité adéquate aussi bien au Conseil qu’au Parlement.",0.651716267454781,92.0,1,news,2019,de,fr
de-fr,"Bund und Länder fördern den Klimaschutz mit verschiedenen Programmen für Privatpersonen, Vereine, Unternehmen und Kommunen.","Le gouvernement fédéral et les Länder promeuvent la protection du climat avec différents programmes pour les particuliers, les associations, les entreprises et les municipalités.","La fédération et les Länder soutiennent la protection de l’environnement avec divers programmes destinés aux particuliers, aux associations, aux entreprises et aux communes.",-0.5102169704009709,62.0,1,news,2021,de,fr
de-fr,Normalerweise dauere die Prüfung bis zu drei Wochen.,"Habituellement, l'examen dure jusqu'à trois semaines.","Normalement, l’examen dure jusqu’à trois semaines.",0.4515932334182068,96.0,1,news,2021,de,fr
de-fr,"Anders als noch vor der Europawahl 2014, als Ex-Parteichef Oskar Lafontaine der Linken eine Debatte über den Euro aufdrückte, bemüht sich die Partei vor der Europawahl 2019 um eine proeuropäische Position.","Contrairement à ce qui s'est passé avant les élections européennes de 2014, lorsque l'ancien chef du parti, Oskar Lafontaine, a lancé un débat sur l'euro à gauche, le parti s'efforce d'adopter une position pro-européenne avant les élections européennes de 2019.","Contrairement à la préparation des élections européennes de 2014 où l'ancien chef du parti Oskar Lafontaine avait imposé à die Linke un débat sur l'euro, le parti s'efforce d'adopter une position pro-européenne.",0.560595502103645,77.0,1,news,2019,de,fr
de-fr,"Ob der Wähler sie honoriert, muss sich erst erweisen.","Reste à savoir si l ""électeur les récompense.","Pour ce qui est de savoir si les électeurs honoreront cette démarche, cela reste encore à prouver.",-3.37394207695535,14.0,1,news,2019,de,fr
de-fr,"Was wir in der EU erreichen, ist immer weniger, als manche wünschen.",Ce que nous réalisons au sein de l'UE est de moins en moins ce que certains souhaitent.,Ce que nous réussissons à faire das l'UE est toujours moins que ce que ne souhaitent certains.,-0.220090696754573,53.0,1,news,2019,de,fr
de-fr,Dies ist ein Indikator für die Schwäche des US-amerikanischen Systems.,C'est un indicateur de la faiblesse du système américain.,C’est un indice de la faiblesse du système américain.,2.1620101517224373,79.0,1,news,2021,de,fr
de-fr,"Soziale Netzwerke wie Facebook und Twitter gehen nun endlich verstärkt gegen Hate Speech vor, löschen auch Accounts von Rechtsextremen - den Werbekunden sei Dank.","Les réseaux sociaux tels que Facebook et Twitter prennent enfin plus de mesures contre les discours haineux, supprimant également les comptes des extrémistes de droite - merci aux annonceurs.","Les réseaux sociaux tels que Facebook et Twitter agissent maintenant avec davantage de fermeté à l’égard des discours de haine, ils suppriment également des comptes de groupes d’extrême-droite — que les annonceurs en soient remerciés.",0.1680721395325994,95.0,1,news,2021,de,fr
de-fr,Einkaufsfahrten und Hilfsdienste für Haus und Garten gebe es hier.,Des voyages de shopping et des services d’aide pour la maison et le jardin sont disponibles ici.,En font partie les déplacements pour faire des courses et les services auxiliaires pour la maison et le jardin.,0.4568771401272729,84.0,1,news,2021,de,fr
de-fr,Weidmann warnt vor Sprungbrett für EU-Verschuldung,Weidmann met en garde contre un tremplin pour la dette de l’UE,Weidmann met en garde contre l’effet tremplin de l’endettement de l’UE,0.3396978528913046,95.0,1,news,2021,de,fr
de-fr,"IP-Adressen stellten oft den ersten und einzigen Ermittlungsansatz dar, der den Ermittlungsbehörden in Fällen von Kinderpornografie zur Verfügung stehe.",Les adresses IP représentent souvent la première et la seule méthode d'investigation dont disposent les autorités chargées de l'enquête dans les affaires de pédopornographie.,Les adresses IP représentent souvent les premiers et les seuls éléments d’enquête à la disposition des autorités chargées de l’enquête en matière de pornographie infantile.,0.7644366033181016,76.0,1,news,2021,de,fr
de-fr,"So vermerkt etwa Dominic Johnson in einem Artikel über den im britischen Unterhaus gescheiterten Brexit-Deal von Theresa May, dass das britische Parlament nur kostenneutrale Gesetze einbringen darf.","Par exemple, Dominic Johnson a écrit dans un article sur l'accord de Theresa May sur le Brexit, qui a échoué à la Chambre des Communes, que le parlement britannique ne peut proposer que des lois sans coût.",Dominic Johnson a ainsi remarqué dans un article consacré à l’échec de l’accord sur le Brexit de Theresa May à la Chambre des communes britannique que le Parlement britannique ne peut adopter que des lois neutres d’un point de vue budgétaire.,-1.09437182508764,37.0,1,news,2019,de,fr
de-fr,"""Wir haben keinen Hass auf Reiche.",« Nous n ’ avons pas de haine pour les riches.,« Nous ne haïssons pas les riches.,0.5410751369123467,98.5,1,news,2021,de,fr
de-fr,Nach dem massenhaften Corona-Ausbruch beim Fleischriesen Tönnies in Nordrhein-Westfalen will das Bundeskabinett an diesem Mittwoch ein Gesetz von Heil beschließen.,"Après l’éruption massive de Corona chez le géant de la viande Tönnies en Rhénanie-du-Nord-Westphalie, le cabinet fédéral a l’intention d’adopter ce mercredi une loi du salut.","À la suite des infections massives au coronavirus qui se sont déclarées chez le géant de la viande Tönnies en Rhénanie-du-Nord-Westphalie, le gouvernement fédéral veut se prononcer ce mercredi sur le projet de loi Heil.",-1.8119913038939184,70.5,1,news,2021,de,fr
de-fr,"Der Parteivorsitzende der Linken, Bernd Riexinger, sieht seinen größten politischen Fehler 2020 in seiner Bemerkung auf der Strategiekonferenz in Kassel, als er sagte, dass die Linke die Reichen zwar nicht erschießen, sondern sie für nützliche Arbeit einsetzen wolle.","Le chef du parti de gauche, Bernd Riexinger, voit sa plus grande erreur politique en 2020 dans sa remarque lors de la conférence stratégique de Kassel, lorsqu'il a déclaré que la gauche ne voulait pas abattre les riches, mais les utiliser pour un travail utile.","Le chef du parti Die Linke, Bernd Riexinger, situe sa plus grave erreur politique en 2020, dans sa remarque à la conférence sur la stratégie à Kassel, où il déclara que Die Linke ne voulait pas fusiller les riches, mais les mettre à travailler utilement.",0.2660113047126681,65.0,1,news,2021,de,fr
de-fr,"Im März und April strahlte die Sonne ausdauernd, doch für die Landwirte im Landkreis schienen die Perspektiven düster: Wochenlang regnete es kaum einen Tropfen, Wiesen, Felder und Wälder lechzten nach Feuchtigkeit.","En mars et avril, le soleil rayonnait constamment, mais pour les agriculteurs de l'arrondissement, les perspectives semblaient sombres: Pendant des semaines, il pleuvait à peine une goutte, les prairies, les champs et les forêts se nourrissaient d'humidité.","En mars et en avril, le soleil a brillé longtemps, mais pour les agriculteurs du canton les perspectives ont semblé bien sombres : pendant des semaines, il n’a presque pas plu une goutte et les prés, les champs et les forêts avaient impérieusement besoin d’humidité.",0.1733074992652165,81.5,1,news,2021,de,fr
de-fr,Lambrecht will dagegen noch warten.,"En revanche, Lambrecht veut encore attendre.","En revanche, Lambrecht veut encore attendre.",0.1997315601102784,87.8,1,news,2021,de,fr
de-fr,In knapp vier Monaten ist die Europawahl und die Sorge vor Fake-News und Desinformation im Wahlkampf ist groß.,"En moins de quatre mois, les élections européennes et les craintes de fausses nouvelles et de désinformation en campagne électorale sont grandes.",Les élections européennes auront lieu dans à peine quatre mois et l’inquiétude concernant les Fake News et la désinformation est grande.,0.585509109555096,100.0,1,news,2019,de,fr
de-fr,"Wir sind da nicht naiv und haben einen langen Atem"".","Nous ne sommes pas naïfs et nous avons une longue haleine "".",Nous ne sommes pas naïfs en la matière et avons une longue expérience ».,0.3133177831857292,95.0,1,news,2021,de,fr
de-fr,"Milletich hat auch eine klare Meinung zum SV Mattersburg: ""Dass der Erfolg am Ende nur mit viel Lug und Trug bewerkstelligt wurde, ist ein Wahnsinn.",Milletich a également une opinion claire sur le SV Mattersburg : « Le fait que le succès n'ait été obtenu qu'avec beaucoup de mensonges et de tromperie est de la folie.,"Milletich a également une opinion claire sur le SV Mattersburg : « Que le succès ait été finalement atteint avec beaucoup de mensonges et de tromperies, c’est incroyable.",0.2906598230025597,95.0,1,news,2021,de,fr
de-fr,"Welche Möglichkeiten gibt es, die Organisation zu reformieren?",Quelles sont les possibilités de réformer l ’ organisation ?,Quelles sont les options pour réformer l’organisation ?,0.278101314349703,98.0,1,news,2021,de,fr
de-fr,"In fast allen Ländern haben aber vor allem die jungen Leute, die Erstwähler besonders selten gewählt.","Mais dans presque tous les pays, ce sont surtout les jeunes, les premiers votants, qui ont particulièrement rarement voté.","Dans presque tous les pays, cependant, ce sont surtout les jeunes, les nouveaux électeurs qui ont particulièrement peu voté.",0.167527106353015,80.0,1,news,2019,de,fr
de-fr,Doch nicht nur die Europäische Union stehe unter Beschuss.,Mais il n'y a pas que l'Union européenne qui est en butte aux attaques.,"Cependant, ce n’est pas seulement l'Union européenne qui est sous le feu des critiques.",-0.712570298726811,59.0,1,news,2019,de,fr
de-fr,Denn für die brauche man vier Tage schönes Wetter ohne Wasser - und so eine Wetterphase etwas gab es in diesem Sommer kaum einmal.,"En effet, il faut quatre jours de beau temps sans eau - et il n'y en a pas eu une seule cet été.","En effet, pour elle, on a besoin de quatre jours de beau temps sans pluie et, cet été, il n’y a pas eu une seule fois une telle séquence météorologique.",1.057471591293628,90.0,1,news,2021,de,fr
de-fr,"Der Politiker kündigte an: ""Im Arbeitsschutzgesetz, das wir Ende Juli im Kabinett beschließen wollen, sind auch Maßnahmen, die nicht nur die Fleischbranche betreffen - zum Beispiel höhere Prüfquoten beim Arbeitsschutz oder klare Kriterien für Gemeinschaftsunterkünfte"".","Le politicien a annoncé : ""Dans la loi sur la santé et la sécurité au travail, que nous voulons faire passer au cabinet fin juillet, il y a aussi des mesures qui ne concernent pas seulement l'industrie de la viande - par exemple, des quotas d'inspection plus élevés pour la santé et la sécurité au travail ou des critères clairs pour les logements partagés"".","« La loi de protection sur le lieu de travail que nous voulons soumettre fin juillet au Conseil des ministres contient des mesures qui ne concernent pas seulement l’industrie de la viande – par exemple, l’augmentation du taux d’inspection en matière de protection sur le lieu de travail ou l’instauration de critères précis pour les dortoirs collectifs », a également annoncé l’homme politique.",-0.2842180146391668,96.0,1,news,2021,de,fr
de-fr,"Nur wenige der Befragten rechneten demnach mit einer baldigen Erholung: Den Produktions-Stand von vor der Corona-Pandemie erwarten 22 Prozent der Betriebe für Ende des Jahres, 23 Prozent für Mitte nächsten Jahres und 11 Prozent sogar erst für Ende 2021.","Selon l'enquête, seuls quelques répondants s'attendent à une reprise rapide : 22 % des entreprises prévoient le niveau de production d'avant la pandémie de Corona pour la fin de cette année, 23 % pour le milieu de l'année prochaine et 11 % même pour la fin de 2021.","Dans ces circonstances, très peu de personnes interrogées s’attendent à une reprise prochaine : 22 % des entreprises comptent atteindre le niveau de production qui existait avant la pandémie de coronavirus d’ici la fin de l’année, 23 % en milieu d’année prochaine et même 11 % fin 2021 seulement.",-1.1268695798793391,66.0,1,news,2021,de,fr
de-fr,Einer konkreten Empfehlung soll sich der Fonds aber bislang enthalten haben.,Le Fonds s'est jusqu'à présent abstenu de formuler une recommandation concrète.,"Mais jusqu’à présent, le fonds s’est abstenu de toute recommandation concrète.",0.294616457025561,99.0,1,news,2021,de,fr
de-fr,"In einer Rede hieß es, die jungen Leute gingen gestärkt aus der Corona-Krise hervor.","Dans un discours, on a dit que les jeunes sortaient renforcés de la crise du corona.",Un discours a affirmé que les adolescents sortiraient renforcés de la crise du coronavirus.,0.0909483962488796,71.5,1,news,2021,de,fr
de-fr,"Volkswagen will nun untersuchen, wie die Mitschnitte entstanden.",Volkswagen veut maintenant enquêter sur la manière dont les enregistrements ont été réalisés.,Volkswagen veut maintenant enquêter sur l’origine des enregistrements.,0.4549659950531801,91.66666666666669,1,news,2021,de,fr
de-fr,"Der Oberstaatsanwalt soll dafür gesorgt haben, dass Gutachten für die Analyse von zahlreichen Sachverhalten aus Strafermittlungsverfahren immer wieder an diese Firma vergeben wurden.",Le procureur général aurait veillé à ce que des expertises soient régulièrement attribuées à cette société pour l'analyse de nombreux faits issus de procédures d'enquête criminelle.,"À cet effet, le procureur de la République aurait veillé à ce que les expertises portant sur l’analyse de nombreux faits dans des enquêtes pénales soient toujours attribuées à cette entreprise.",0.3065299535846748,99.0,1,news,2021,de,fr
